ph,temperature,humidity,flow,turbidity,tds,biofilm_risk_percent,biofilm_formation_label
5.83,23.46,96.25,0.55,2992.98,1204.95,87.56,HIGH
5.88,23.83,97.05,2.26,3000.0,1231.05,87.6,HIGH
5.92,23.86,96.41,3.11,3000.0,1248.78,87.64,HIGH
5.93,23.86,97.19,2.68,3000.0,1231.4,87.86,HIGH
5.97,23.69,96.73,3.41,2951.04,1135.86,87.74,HIGH
5.98,23.79,96.76,5.34,2991.18,1214.55,87.3,HIGH
5.93,23.6,97.66,5.72,2942.61,1174.85,86.75,HIGH
5.95,23.3,98.29,6.92,2924.65,1127.48,86.3,HIGH
5.97,23.74,98.01,6.79,2894.04,1198.0,86.75,HIGH
5.98,23.64,97.32,6.58,2862.0,1146.69,86.83,HIGH
5.96,23.98,97.53,6.67,2838.04,1104.35,86.89,HIGH
5.94,24.33,98.23,7.67,2876.23,1143.9,86.74,HIGH
5.98,23.89,98.48,7.98,2834.08,1140.52,86.59,HIGH
5.97,24.34,97.77,7.43,2849.33,1183.84,87.04,HIGH
5.94,24.41,97.16,6.13,2845.75,1158.85,87.25,HIGH
5.98,24.78,97.66,6.17,2878.71,1150.48,87.75,HIGH
6.01,24.91,98.16,6.63,2916.1,1129.3,87.9,HIGH
5.96,24.67,98.58,4.68,2950.78,1216.35,87.99,HIGH
5.98,24.65,99.31,2.92,2949.66,1143.02,88.63,HIGH
5.95,24.31,98.34,4.3,2904.52,1140.72,87.77,HIGH
5.98,24.44,98.9,3.16,3000.0,1193.34,88.46,HIGH
6.01,24.53,98.44,2.54,2978.88,1235.21,88.86,HIGH
5.97,24.42,98.01,3.35,3000.0,1347.05,88.26,HIGH
5.96,24.63,98.21,1.61,2982.09,1203.39,88.87,HIGH
5.94,24.3,98.92,2.02,2969.8,1198.56,88.42,HIGH
5.92,24.61,97.99,3.63,2976.24,1227.97,87.99,HIGH
5.92,24.55,98.03,4.38,2968.2,1164.06,87.76,HIGH
5.89,24.44,98.38,3.28,3000.0,1195.03,87.82,HIGH
5.92,24.85,97.44,4.33,3000.0,1221.19,87.96,HIGH
5.94,24.74,98.28,4.35,2971.03,1162.11,88.04,HIGH
5.9,25.22,97.41,4.23,2961.19,1210.25,88.13,HIGH
5.9,25.17,97.56,3.86,2960.69,1223.64,88.21,HIGH
5.95,25.63,98.13,2.32,2948.68,1202.02,89.29,HIGH
5.98,25.86,97.48,2.16,2980.0,1213.26,89.74,HIGH
5.96,26.03,97.51,0.53,3000.0,1210.51,90.17,HIGH
5.94,26.22,96.74,0.0,2997.72,1180.47,90.38,HIGH
5.95,26.24,96.23,1.67,3000.0,1242.83,89.95,HIGH
5.94,26.29,96.28,2.84,2970.53,1206.31,89.59,HIGH
5.98,25.99,97.19,1.57,2931.93,1148.12,89.96,HIGH
5.96,25.98,97.78,0.44,2899.2,1157.45,90.21,HIGH
6.01,26.16,97.1,0.0,2890.09,1151.19,90.76,HIGH
6.0,25.86,96.65,0.0,2868.74,1125.04,90.47,HIGH
5.98,26.32,96.59,0.76,2887.5,1160.44,90.44,HIGH
5.96,26.64,96.93,0.42,2853.01,1140.88,90.68,HIGH
5.98,26.23,96.23,0.96,2878.24,1174.22,90.36,HIGH
5.94,26.13,96.27,1.42,2911.01,1199.4,89.87,HIGH
5.91,26.39,95.5,0.0,2870.28,1146.28,90.27,HIGH
5.91,26.16,94.55,0.0,2896.92,1174.91,90.09,HIGH
5.91,26.05,95.19,0.18,2937.14,1206.8,90.01,HIGH
5.96,26.14,96.06,0.62,2904.45,1119.61,90.24,HIGH
5.97,25.85,96.23,0.31,2862.88,1152.05,90.22,HIGH
6.02,26.33,95.96,0.3,2877.54,1132.17,90.85,HIGH
6.01,25.98,96.12,0.54,3000.0,1313.0,90.49,HIGH
5.99,25.54,96.31,0.79,3000.0,1227.66,89.97,HIGH
5.96,25.96,96.11,0.02,3000.0,1183.72,90.3,HIGH
6.01,26.11,95.54,0.0,3000.0,1189.61,90.72,HIGH
6.04,25.65,94.67,0.65,3000.0,1219.24,90.4,HIGH
6.0,26.09,94.16,0.0,3000.0,1204.81,90.65,HIGH
5.99,25.74,94.41,0.35,3000.0,1237.75,90.27,HIGH
6.04,25.7,94.75,0.32,2986.12,1217.34,90.57,HIGH
6.01,25.2,94.57,0.0,2966.47,1170.41,90.11,HIGH
6.03,25.31,94.19,0.09,2996.63,1159.49,90.31,HIGH
6.03,25.19,93.65,0.0,3000.0,1198.6,90.23,HIGH
6.01,25.57,94.0,0.0,2967.84,1181.84,90.36,HIGH
6.02,25.12,94.64,1.23,2943.32,1148.0,89.76,HIGH
5.98,24.94,95.24,1.59,2955.14,1181.7,89.26,HIGH
6.01,24.92,94.49,3.49,2913.91,1206.43,88.84,HIGH
5.99,25.34,93.75,1.92,2911.87,1195.05,89.52,HIGH
5.98,25.11,92.92,0.82,2886.78,1167.52,89.63,HIGH
5.98,25.26,92.55,0.0,2854.22,1097.74,89.98,HIGH
5.95,25.35,91.81,0.73,2827.02,1132.4,89.57,HIGH
5.94,25.15,91.73,1.38,2873.22,1164.44,89.21,HIGH
5.94,24.69,91.89,3.04,2919.95,1200.1,88.35,HIGH
5.95,24.39,92.66,4.46,2924.3,1127.09,87.78,HIGH
5.9,24.01,92.92,6.31,2896.88,1143.75,86.65,HIGH
5.89,23.95,92.16,6.18,2882.42,1148.48,86.58,HIGH
5.86,23.86,91.91,6.84,2858.92,1159.38,86.1,HIGH
5.9,23.61,91.32,5.82,2850.76,1146.06,86.54,HIGH
5.87,23.78,91.72,6.73,2876.13,1140.38,86.18,HIGH
5.9,24.15,92.07,4.82,2916.7,1190.6,87.2,HIGH
5.9,24.22,91.75,4.49,2915.77,1125.34,87.36,HIGH
5.89,24.13,91.01,4.73,2935.5,1133.52,87.16,HIGH
5.85,23.64,90.57,3.28,2957.83,1165.2,86.94,HIGH
5.83,23.73,89.57,2.98,3000.0,1362.65,86.99,HIGH
5.84,23.26,89.75,2.68,2971.12,1217.33,86.85,HIGH
5.83,23.58,90.21,1.51,2988.32,1172.53,87.33,HIGH
5.86,23.55,89.28,2.74,2973.71,1238.16,87.16,HIGH
5.88,23.59,89.29,2.83,3000.0,1222.39,87.28,HIGH
5.92,24.04,90.12,1.24,2958.17,1168.3,88.33,HIGH
5.9,23.61,90.72,0.0,2963.88,1220.43,88.27,HIGH
5.93,23.43,90.03,0.48,2931.19,1165.59,88.17,HIGH
5.95,22.93,89.29,0.25,2950.45,1208.72,88.04,HIGH
5.91,22.85,89.79,0.0,2937.35,1187.31,87.83,HIGH
5.94,22.41,90.04,0.0,2897.21,1192.56,87.69,HIGH
5.91,22.4,90.64,1.82,2933.95,1146.0,86.93,HIGH
5.9,22.16,89.72,3.55,2968.53,1235.1,86.17,HIGH
5.93,21.69,89.82,2.31,2950.45,1208.0,86.44,HIGH
5.96,21.27,90.57,1.85,2975.91,1232.53,86.45,HIGH
5.92,21.29,90.01,0.86,2987.68,1169.24,86.49,HIGH
5.92,20.99,89.3,0.0,3000.0,1227.75,86.55,HIGH
5.96,21.42,88.93,0.0,3000.0,1190.69,87.12,HIGH
5.93,21.48,88.45,1.03,3000.0,1210.67,86.65,HIGH
5.98,21.65,87.82,1.81,2954.45,1230.17,86.86,HIGH
6.01,21.55,87.71,3.8,2938.8,1205.09,86.41,HIGH
6.01,21.1,86.9,5.78,2900.92,1196.45,85.49,HIGH
5.97,21.28,87.58,26.28,2892.08,1196.65,79.23,HIGH
5.97,21.53,86.78,26.45,2913.6,1135.7,79.35,HIGH
6.01,21.31,86.35,26.78,2945.51,1136.79,79.32,HIGH
6.04,21.1,87.25,26.53,2958.03,1151.22,79.5,HIGH
6.08,21.08,86.69,27.96,2915.31,1190.5,79.27,HIGH
6.1,21.56,87.01,28.1,2962.77,1143.28,79.72,HIGH
6.11,21.74,87.76,27.32,2963.75,1208.83,80.12,HIGH
6.13,22.14,88.64,26.69,2953.87,1138.35,80.73,HIGH
6.08,22.58,87.82,27.2,2961.85,1184.48,80.6,HIGH
6.04,22.4,87.83,27.59,2968.7,1157.37,80.05,HIGH
6.02,22.48,87.97,28.3,3000.0,1196.44,79.77,HIGH
6.01,22.11,88.12,28.79,3000.0,1224.47,79.3,HIGH
6.03,22.58,88.46,27.64,2960.33,1174.14,80.13,HIGH
6.03,22.27,88.45,29.29,2970.93,1184.33,79.39,HIGH
6.05,21.77,88.18,28.95,2977.74,1155.8,79.31,HIGH
6.1,21.32,88.05,29.54,3000.0,1230.08,79.09,HIGH
6.09,20.85,88.73,28.75,2971.43,1161.93,78.97,HIGH
6.12,21.23,88.45,27.5,3000.0,1184.96,79.79,HIGH
6.12,21.19,88.39,29.45,2965.48,1197.6,79.2,HIGH
6.08,20.72,88.21,30.45,2924.66,1183.52,78.31,HIGH
6.13,21.13,88.08,28.86,2966.16,1222.63,79.39,HIGH
6.11,21.12,87.82,27.51,2987.59,1153.33,79.64,HIGH
6.08,21.4,88.12,26.0,2990.87,1233.08,80.11,HIGH
6.12,21.78,87.74,24.77,3000.0,1232.24,81.02,HIGH
6.1,22.25,88.11,23.19,2984.6,1154.14,81.68,HIGH
6.09,22.07,88.81,24.41,2980.49,1146.15,81.15,HIGH
6.13,21.94,87.87,23.71,3000.0,1237.09,81.49,HIGH
6.1,22.39,88.61,23.33,2968.93,1149.61,81.72,HIGH
6.08,22.87,88.35,20.52,2981.45,1142.94,82.77,HIGH
6.13,23.01,88.65,19.02,2960.15,1151.68,83.65,HIGH
6.11,23.45,88.02,18.53,2963.69,1192.87,84.01,HIGH
6.15,23.59,87.03,18.78,2967.29,1190.58,84.27,HIGH
6.11,23.14,87.74,19.58,2974.51,1211.68,83.45,HIGH
6.11,22.8,87.2,17.68,2926.94,1153.39,83.78,HIGH
6.13,22.72,87.05,18.04,2885.47,1195.23,83.73,HIGH
6.15,22.48,87.1,16.18,3000.0,1224.81,84.28,HIGH
6.12,22.44,87.73,17.22,2968.66,1156.84,83.72,HIGH
6.14,22.11,87.72,16.0,2945.77,1183.35,84.0,HIGH
6.17,22.12,88.51,15.31,2962.85,1230.17,84.45,HIGH
6.18,21.75,88.8,15.64,2959.34,1185.0,84.14,HIGH
6.2,22.04,89.03,14.44,2983.4,1193.86,84.84,HIGH
6.2,22.43,88.32,14.46,2992.79,1211.14,85.08,HIGH
6.25,22.27,88.39,12.74,3000.0,1432.2,85.8,HIGH
6.27,22.52,89.23,11.99,3000.0,1430.64,86.32,HIGH
6.22,22.71,89.92,12.07,2993.96,1176.13,86.12,HIGH
6.26,22.5,90.69,10.91,2993.54,1162.09,86.58,HIGH
6.28,22.54,89.79,11.41,3000.0,1217.11,86.58,HIGH
6.28,22.84,90.29,9.62,3000.0,1219.77,87.34,HIGH
6.25,22.85,90.24,9.43,2950.86,1175.14,87.23,HIGH
6.29,23.2,89.6,10.93,2905.02,1205.65,87.29,HIGH
6.24,23.43,89.71,9.98,2897.1,1133.41,87.42,HIGH
6.21,23.03,89.82,11.81,2883.61,1155.25,86.37,HIGH
6.21,23.27,89.18,11.1,2916.21,1216.05,86.78,HIGH
6.22,23.25,89.03,12.64,2918.99,1178.8,86.31,HIGH
6.21,23.27,88.34,11.54,2911.7,1152.68,86.59,HIGH
6.19,23.74,87.59,11.58,2894.51,1197.8,86.77,HIGH
6.22,23.65,87.75,10.96,2937.44,1219.35,87.14,HIGH
6.22,23.4,86.76,10.21,3000.0,1375.59,87.16,HIGH
6.24,23.2,85.9,10.58,3000.0,1225.57,87.05,HIGH
6.29,22.83,85.47,8.64,2980.87,1209.09,87.68,HIGH
6.27,23.22,85.57,9.74,2978.85,1166.45,87.48,HIGH
6.23,23.02,85.76,8.21,2958.83,1170.82,87.54,HIGH
6.23,22.82,85.63,6.94,2958.35,1143.58,87.79,HIGH
6.24,22.34,85.8,7.12,2938.97,1147.6,87.48,HIGH
6.27,22.78,86.05,8.31,2902.55,1169.66,87.64,HIGH
6.32,22.39,86.04,8.81,2947.24,1214.14,87.54,HIGH
6.29,22.38,86.02,6.82,2978.17,1154.68,87.91,HIGH
6.25,22.58,86.11,8.55,2944.29,1135.06,87.28,HIGH
6.24,22.1,86.28,8.07,2989.15,1145.73,87.06,HIGH
6.22,22.37,86.42,7.03,2991.34,1167.46,87.39,HIGH
6.23,22.63,87.29,7.31,2953.37,1212.73,87.54,HIGH
6.22,23.03,86.39,8.24,2984.31,1225.31,87.52,HIGH
6.23,22.62,85.43,7.9,2968.9,1225.23,87.38,HIGH
6.21,22.32,85.41,5.9,3000.0,1199.03,87.66,HIGH
6.23,22.43,85.27,5.74,3000.0,1222.28,87.87,HIGH
6.18,22.19,85.77,4.21,3000.0,1175.24,87.85,HIGH
6.22,22.56,85.1,5.8,3000.0,1308.36,87.9,HIGH
6.26,22.73,85.01,6.71,2985.17,1149.48,88.03,HIGH
6.23,22.59,84.11,4.9,2991.77,1213.75,88.23,HIGH
6.26,22.94,84.46,4.18,3000.0,1259.49,88.94,HIGH
6.25,23.38,84.36,2.79,3000.0,1258.83,89.57,HIGH
6.24,23.79,84.45,2.42,2963.0,1146.1,89.92,HIGH
6.27,24.16,84.48,4.37,2947.71,1138.64,89.79,HIGH
6.23,23.89,83.74,5.69,2932.09,1176.31,88.94,HIGH
6.22,23.7,84.09,6.66,2918.18,1205.83,88.42,HIGH
6.23,23.64,84.95,8.21,2930.91,1197.86,88.03,HIGH
6.24,23.69,85.48,10.07,2941.09,1217.31,87.56,HIGH
6.27,23.59,85.27,8.85,2988.75,1189.18,88.05,HIGH
6.23,23.55,84.53,10.4,3000.0,1215.3,87.29,HIGH
6.28,23.79,84.96,11.06,3000.0,1180.4,87.56,HIGH
6.25,24.11,85.42,11.97,2988.64,1217.57,87.32,HIGH
6.29,24.36,85.16,11.21,3000.0,1187.67,87.97,HIGH
6.25,24.17,84.24,10.29,2961.57,1184.54,87.87,HIGH
6.23,24.58,85.15,10.28,3000.0,1221.91,88.03,HIGH
6.2,24.66,84.43,12.21,3000.0,1272.14,87.3,HIGH
6.21,24.2,84.88,11.12,2991.2,1232.45,87.4,HIGH
6.19,24.59,85.65,10.91,3000.0,1232.45,87.58,HIGH
6.16,24.83,84.88,12.23,2975.78,1217.41,87.16,HIGH
6.17,24.39,84.62,13.87,2982.42,1146.05,86.43,HIGH
6.14,24.59,84.42,14.71,2974.08,1156.34,86.11,HIGH
6.14,24.25,84.17,16.13,3000.0,1194.17,85.44,HIGH
6.11,24.21,85.06,15.11,2954.81,1176.6,85.52,HIGH
6.1,24.39,84.29,15.47,2910.26,1203.76,85.48,HIGH
6.13,24.81,84.06,15.03,2888.05,1197.3,86.09,HIGH
6.1,24.92,84.14,13.36,2845.86,1124.06,86.47,HIGH
6.11,25.25,83.74,13.18,2850.79,1179.55,86.85,HIGH
6.09,25.45,82.84,12.41,2862.5,1116.85,87.12,HIGH
6.12,25.11,83.04,14.26,2842.38,1125.67,86.48,HIGH
6.13,24.86,82.83,12.74,2820.62,1140.79,86.82,HIGH
6.13,25.08,83.61,11.1,2830.36,1152.55,87.49,HIGH
6.16,25.41,82.96,10.5,2798.82,1159.06,88.06,HIGH
6.16,25.13,82.68,9.14,2831.29,1119.16,88.31,HIGH
6.14,25.48,83.05,9.51,2816.27,1146.32,88.3,HIGH
6.16,25.47,82.83,7.73,2818.13,1096.1,88.97,HIGH
6.17,25.8,82.67,8.57,2784.46,1110.03,89.04,HIGH
6.15,26.01,83.02,7.78,2815.99,1100.05,89.25,HIGH
6.17,26.0,83.75,8.18,2814.67,1140.34,89.27,HIGH
6.13,26.06,84.55,9.46,2786.61,1150.39,88.64,HIGH
6.08,25.58,84.64,11.46,2834.57,1180.05,87.43,HIGH
6.06,26.03,84.29,11.35,2800.69,1070.28,87.61,HIGH
6.02,25.98,83.93,11.98,2774.7,1069.68,87.14,HIGH
6.07,25.74,84.65,12.45,2787.57,1115.36,87.12,HIGH
6.04,26.2,84.31,12.24,2818.56,1140.23,87.33,HIGH
6.0,25.87,84.53,12.67,3000.0,1352.42,86.73,HIGH
5.99,26.31,84.77,12.08,2985.54,1219.2,87.13,HIGH
5.98,26.41,84.98,12.73,2959.36,1139.67,86.95,HIGH
5.95,26.81,84.73,11.71,3000.0,1332.26,87.34,HIGH
5.92,26.94,85.41,12.95,2956.14,1179.43,86.82,HIGH
5.94,26.68,85.81,14.69,2951.92,1183.13,86.29,HIGH
5.97,26.72,86.74,15.05,2952.29,1173.37,86.4,HIGH
5.93,26.51,86.4,13.06,2904.86,1171.36,86.58,HIGH
5.95,26.51,86.14,14.0,2926.93,1153.43,86.44,HIGH
5.91,26.59,86.05,13.48,2911.72,1192.42,86.34,HIGH
5.95,26.67,85.71,11.84,2895.94,1185.86,87.17,HIGH
5.96,26.92,86.55,13.31,2878.01,1197.73,87.01,HIGH
5.97,27.31,86.72,12.24,2901.69,1134.69,87.66,HIGH
5.98,27.23,86.88,11.5,2898.84,1181.5,87.89,HIGH
5.95,27.3,86.54,12.85,2947.02,1141.75,87.35,HIGH
5.98,27.44,87.38,11.76,2950.71,1219.67,87.96,HIGH
5.99,27.77,86.49,13.56,2991.35,1227.42,87.73,HIGH
5.98,28.14,85.62,11.98,3000.0,1235.48,88.35,HIGH
5.96,28.43,85.07,12.85,2952.06,1185.78,88.15,HIGH
5.94,28.27,84.47,14.16,2959.77,1144.01,87.52,HIGH
5.97,28.15,84.92,13.33,2961.62,1160.76,87.91,HIGH
6.01,27.83,85.78,14.23,3000.0,1248.24,87.71,HIGH
6.06,27.62,85.21,12.33,3000.0,1259.62,88.45,HIGH
6.08,27.55,85.46,12.03,2958.95,1174.25,88.63,HIGH
6.04,27.68,84.81,11.27,2937.68,1176.74,88.68,HIGH
6.04,27.44,84.54,10.03,2952.26,1172.3,88.86,HIGH
6.03,26.99,85.02,11.4,2991.44,1195.8,88.05,HIGH
6.07,26.99,84.08,9.62,2949.62,1198.23,88.88,HIGH
6.06,27.47,83.82,8.27,2992.01,1235.32,89.56,HIGH
6.08,27.92,84.57,6.69,2992.47,1196.06,90.48,HIGH
6.08,27.83,85.38,4.71,3000.0,1218.32,91.0,HIGH
6.07,28.32,84.74,4.28,2988.7,1221.77,91.43,HIGH
6.08,28.23,85.68,4.48,3000.0,1199.01,91.35,HIGH
6.05,28.47,85.87,2.91,3000.0,1190.14,91.78,HIGH
6.03,28.77,85.05,4.88,3000.0,1217.09,91.27,HIGH
6.08,28.74,85.7,6.06,3000.0,1216.83,91.2,HIGH
6.12,28.68,84.78,7.02,3000.0,1210.73,91.15,HIGH
6.15,28.68,85.32,5.2,3000.0,1217.45,91.89,HIGH
6.15,28.93,85.92,3.66,3000.0,1162.02,92.53,HIGH
6.13,28.54,85.46,3.13,3000.0,1176.88,92.3,HIGH
6.11,28.86,84.75,1.4,2981.04,1171.83,92.93,HIGH
6.15,28.75,83.88,0.16,2979.21,1220.82,93.44,HIGH
6.17,28.39,83.73,0.0,3000.0,1203.35,93.38,HIGH
6.16,28.0,84.11,1.98,2975.97,1204.71,92.44,HIGH
6.19,27.81,83.37,95.47,3000.0,1221.16,64.51,HIGH
6.19,27.57,82.61,95.28,3000.0,1240.15,64.39,HIGH
6.22,27.55,82.08,95.84,2954.55,1202.14,64.38,HIGH
6.25,27.97,82.9,96.9,2966.03,1139.32,64.53,HIGH
6.23,28.08,81.94,98.67,3000.0,1338.2,63.96,HIGH
6.21,27.82,81.04,97.94,3000.0,1217.55,63.85,HIGH
6.2,27.77,81.03,99.02,3000.0,1366.1,63.46,HIGH
6.19,27.46,81.92,100.0,2976.61,1231.75,62.9,HIGH
6.16,27.64,81.47,100.0,2985.33,1184.17,62.82,HIGH
6.13,27.42,81.07,3.2,2953.57,1146.76,91.47,HIGH
6.14,26.94,81.97,1.57,3000.0,1249.67,91.68,HIGH
6.13,27.06,80.97,0.25,2992.74,1215.06,92.09,HIGH
6.12,26.79,80.73,1.86,2959.14,1148.42,91.36,HIGH
6.12,27.2,80.04,2.59,3000.0,1239.9,91.46,HIGH
6.12,27.3,80.56,4.52,3000.0,1243.81,90.93,HIGH
6.11,27.62,79.59,5.42,2956.9,1168.27,90.81,HIGH
6.12,28.05,79.61,4.32,2927.25,1136.09,91.54,HIGH
6.13,27.73,79.51,2.62,2965.8,1145.66,91.86,HIGH
6.1,27.71,79.28,2.16,3000.0,1210.54,91.8,HIGH
6.12,28.18,79.21,1.55,3000.0,1207.18,92.48,HIGH
6.15,27.92,78.64,2.21,2982.65,1202.54,92.29,HIGH
6.18,28.03,78.55,3.36,3000.0,1229.77,92.19,HIGH
6.19,28.43,79.23,3.64,3000.0,1244.17,92.43,HIGH
6.22,28.48,79.47,4.16,3000.0,1225.01,92.54,HIGH
6.22,28.67,79.66,5.84,2987.33,1157.19,92.16,HIGH
6.22,28.21,79.43,5.44,2961.43,1234.19,91.99,HIGH
6.18,28.56,79.95,4.78,2950.42,1220.04,92.17,HIGH
6.17,28.11,80.48,3.17,2984.62,1147.74,92.27,HIGH
6.13,28.19,80.54,2.94,2971.63,1169.5,92.13,HIGH
6.17,27.94,79.65,2.52,3000.0,1171.56,92.34,HIGH
6.16,27.62,79.05,1.95,3000.0,1235.0,92.2,HIGH
6.19,27.5,78.25,3.02,2962.84,1147.05,92.0,HIGH
6.17,27.85,78.65,2.52,3000.0,1323.63,92.26,HIGH
6.2,27.37,79.63,2.15,2991.95,1152.3,92.24,HIGH
6.25,27.86,79.18,1.9,2999.1,1169.87,92.98,HIGH
6.23,27.61,79.55,0.67,3000.0,1207.52,93.04,HIGH
6.25,27.79,79.16,74.09,3000.0,1251.57,71.3,HIGH
6.29,28.08,78.95,72.34,2957.0,1176.34,72.24,HIGH
6.33,28.29,79.49,71.15,2964.04,1235.3,73.05,HIGH
6.38,28.69,80.14,69.59,2954.94,1134.82,74.09,HIGH
6.36,28.78,80.56,69.68,2906.67,1189.71,74.04,HIGH
6.41,28.74,80.37,67.91,2897.41,1172.28,74.83,HIGH
6.44,28.8,80.74,69.22,2920.23,1205.25,74.68,HIGH
6.39,28.99,81.4,70.64,2882.23,1198.52,74.08,HIGH
6.35,28.85,80.79,69.96,3000.0,1332.35,73.91,HIGH
6.31,28.54,81.27,71.84,3000.0,1209.63,72.9,HIGH
6.31,28.49,80.39,70.96,3000.0,1231.25,73.11,HIGH
6.28,28.21,80.28,71.25,2959.96,1208.19,72.59,HIGH
6.29,28.16,80.21,71.46,3000.0,1268.55,72.56,HIGH
6.29,27.96,80.37,73.04,3000.0,1212.39,71.97,HIGH
6.25,28.41,79.59,71.93,2967.18,1152.69,72.36,HIGH
6.23,28.22,80.54,73.86,2932.31,1128.72,71.49,HIGH
6.19,27.98,80.72,75.09,3000.0,1298.75,70.73,HIGH
6.22,28.27,80.87,76.16,3000.0,1265.19,70.82,HIGH
6.21,28.25,81.82,77.68,3000.0,1268.56,70.28,HIGH
6.25,28.47,80.85,76.79,2968.91,1173.09,70.94,HIGH
6.23,28.68,81.28,76.1,3000.0,1197.73,71.16,HIGH
6.21,29.17,82.05,75.6,2955.96,1154.07,71.55,HIGH
6.19,28.68,81.33,76.87,2984.36,1231.43,70.69,HIGH
6.2,28.8,81.27,78.22,3000.0,1215.17,70.4,HIGH
6.17,28.87,80.66,76.31,2977.86,1232.2,70.85,HIGH
6.21,28.82,80.73,76.88,3000.0,1170.84,70.91,HIGH
6.23,28.9,80.79,76.96,3000.0,1154.49,71.07,HIGH
6.28,29.37,80.74,76.89,2983.94,1158.09,71.73,HIGH
6.32,29.39,81.23,75.53,2971.16,1206.61,72.45,HIGH
6.28,29.53,80.83,76.07,2971.78,1153.78,72.07,HIGH
6.3,29.3,81.01,77.03,3000.0,1173.49,71.75,HIGH
6.32,29.75,81.38,77.75,2986.27,1185.97,72.04,HIGH
6.33,29.75,82.19,78.61,2996.3,1171.96,71.82,HIGH
6.37,30.07,81.41,78.89,3000.0,1196.3,72.12,HIGH
6.38,29.63,81.6,77.11,3000.0,1222.05,72.53,HIGH
6.41,29.7,82.2,78.0,3000.0,1181.93,72.48,HIGH
6.45,30.18,82.9,79.66,2952.04,1143.38,72.34,HIGH
6.5,29.68,82.29,81.5,2962.48,1216.01,72.0,HIGH
6.49,29.61,82.99,80.52,2926.24,1168.0,72.23,HIGH
6.54,29.26,83.16,81.81,2959.29,1136.66,71.89,HIGH
6.56,29.41,82.56,80.23,2932.07,1145.37,72.63,HIGH
6.56,29.39,83.38,81.11,2942.0,1195.89,72.31,HIGH
6.53,29.67,83.36,81.95,2947.64,1168.96,72.1,HIGH
6.52,29.42,83.66,80.84,2993.3,1206.82,72.18,HIGH
6.48,29.53,83.46,80.24,2970.1,1171.62,72.18,HIGH
6.48,29.5,83.32,81.12,2975.25,1210.3,71.89,HIGH
6.5,29.21,84.3,82.52,3000.0,1204.16,71.37,HIGH
6.51,29.27,83.93,83.03,3000.0,1168.8,71.37,HIGH
6.5,29.33,84.48,81.41,3000.0,1233.96,71.8,HIGH
6.5,28.91,85.13,83.08,3000.0,1257.76,71.0,HIGH
6.47,29.33,84.27,82.24,2995.6,1167.95,71.38,HIGH
6.45,29.42,84.8,81.28,2973.55,1148.85,71.59,HIGH
6.46,29.44,84.84,80.51,3000.0,1187.0,71.91,HIGH
6.42,28.99,83.97,81.63,2999.57,1164.68,71.0,HIGH
6.41,29.32,83.83,83.11,3000.0,1258.0,70.7,HIGH
6.4,29.51,83.16,83.12,3000.0,1247.31,70.79,HIGH
6.41,29.6,82.82,83.22,3000.0,1167.89,70.89,HIGH
6.37,29.17,83.35,83.47,3000.0,1238.9,70.19,HIGH
6.36,28.72,82.73,81.95,3000.0,1259.38,70.3,HIGH
6.32,28.82,82.44,83.43,3000.0,1181.29,69.63,HIGH
6.34,28.76,82.43,84.69,3000.0,1354.61,69.36,HIGH
6.34,29.26,82.4,84.85,3000.0,1289.72,69.67,HIGH
6.38,28.98,82.32,35.88,2961.51,1211.47,84.45,HIGH
6.42,28.78,81.55,33.96,2969.4,1195.66,85.15,HIGH
6.38,28.63,81.72,35.32,2988.96,1230.89,84.33,HIGH
6.39,28.47,82.01,34.74,2945.54,1132.34,84.5,HIGH
6.36,28.1,81.98,33.14,2962.19,1223.63,84.51,HIGH
6.39,28.3,82.17,34.59,2952.09,1202.88,84.42,HIGH
6.4,28.57,81.85,34.83,2990.25,1220.47,84.57,HIGH
6.42,28.51,81.69,34.18,3000.0,1162.22,84.9,HIGH
6.43,28.46,82.17,34.31,2996.15,1243.85,84.85,HIGH
6.41,28.2,81.35,34.39,3000.0,1238.58,84.56,HIGH
6.43,27.78,81.06,32.85,3000.0,1202.68,84.85,HIGH
6.47,27.35,81.5,33.89,3000.0,1245.4,84.46,HIGH
6.44,27.09,82.26,31.99,3000.0,1253.27,84.65,HIGH
6.42,26.93,82.49,33.06,2988.22,1165.73,84.12,HIGH
6.4,26.87,82.07,31.92,2959.08,1163.92,84.25,HIGH
6.4,27.07,82.12,33.87,2947.17,1180.94,83.84,HIGH
6.42,27.13,81.25,35.78,2988.6,1150.92,83.41,HIGH
6.4,26.81,81.64,36.94,3000.0,1201.21,82.7,HIGH
6.42,26.46,82.51,36.95,2959.62,1141.07,82.62,HIGH
6.38,26.95,83.25,37.4,2972.73,1182.57,82.56,HIGH
6.38,27.31,83.7,37.62,2977.95,1214.32,82.74,HIGH
6.35,27.43,83.49,37.64,2931.28,1220.14,82.66,HIGH
6.38,26.95,84.31,37.63,2956.52,1134.66,82.5,HIGH
6.39,26.82,85.23,39.42,2937.77,1144.24,81.89,HIGH
6.37,26.41,84.45,40.16,2890.84,1106.51,81.27,HIGH
6.38,26.57,85.38,41.64,2860.0,1114.39,81.01,HIGH
6.38,26.17,85.48,42.58,2864.28,1115.3,80.47,HIGH
6.37,25.89,86.04,43.72,2821.06,1124.61,79.83,HIGH
